long	lat	str1	dip1	r1	str2	dip2	r3	mo	exp	mw	code	dip	rake	dip_rake	svg
122.24	23.96	245	29	107	46	62	81	7.6	24	5.887209062	122590C	30	105	30_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_105.svg
126.01	5.7	208	16	118	359	76	82	8.04	23	5.236837366	122990B	15	120	15_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_120.svg
120.5	23.09	125	16	-85	300	74	-91	3.64	24	5.674067589	011891A	15	-85	15_-85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-85.svg
126.2	9.97	186	19	65	33	73	98	1.69	24	5.45192447	012891B	20	65	20_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_65.svg
126.79	9.15	186	23	88	9	67	91	1.58	26	6.765771391	021891A	25	90	25_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_90.svg
127.26	9.38	182	32	91	1	58	90	9.58	23	5.287577006	021991B	30	90	30_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_90.svg
127.11	8.99	200	37	112	354	56	74	2.08	24	5.512042223	022091B	35	110	35_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_110.svg
122.6	8.55	68	14	152	185	83	78	3.41	24	5.655169586	022391A	15	150	15_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_150.svg
119.66	23.34	307	81	-4	37	86	-171	1.55	24	5.426887799	031291A	80	-5	80_-5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_-5.svg
121.65	22.15	157	73	-8	249	83	-162	3.03	25	6.287628419	032691A	75	-10	75_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_-10.svg
122.36	21.68	257	90	-180	347	90	0	2.01	24	5.502130705	032691B	90	-180	90_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\90_-180.svg
122.33	22.46	219	38	-136	91	65	-61	1.45	24	5.407578668	032691C	40	-135	40_-135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-135.svg
120.88	14.4	102	36	123	243	60	68	10.57	23	5.316049992	041991A	35	125	35_125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_125.svg
126.86	9.27	173	16	95	348	74	88	2.65	25	6.248830583	042491B	15	95	15_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_95.svg
127.65	8.94	352	31	75	190	60	99	1.71	24	5.45533074	042491C	30	75	30_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_75.svg
126.71	7.4	238	20	-21	348	83	-109	2.61	24	5.577760338	042691B	20	-20	20_-20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-20.svg
125.77	5.92	207	40	100	14	51	82	1.3	24	5.375962235	042991E	40	100	40_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_100.svg
125.23	10.31	32	66	176	124	86	24	3.62	24	5.67247238	050691A	65	175	65_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_175.svg
125.39	10.59	229	75	-169	136	79	-15	1.88	24	5.4827719	050891A	75	-170	75_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_-170.svg
117.2	6.13	164	41	-138	40	64	-57	1.45	24	5.407578668	052691B	40	-140	40_-140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-140.svg
124.99	10.48	124	80	8	32	83	170	1.4	24	5.39741869	052791A	80	10	80_10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_10.svg
125.94	8.39	354	33	-137	225	68	-65	9.94	23	5.29825759	061291D	35	-135	35_-135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-135.svg
120.83	15.42	228	66	-170	134	81	-24	4	24	5.701373328	061591E	65	-170	65_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-170.svg
120.12	15.36	234	90	-180	324	90	0	2.75	24	5.592888463	061591F	90	-180	90_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\90_-180.svg
126.55	10.1	182	36	91	2	54	90	1.56	25	6.095416399	061591N	35	90	35_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_90.svg
120.45	15.2	220	20	149	339	80	73	1.62	24	5.439676676	061691A	20	150	20_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_150.svg
126.14	6.23	232	37	149	348	72	58	2.73	24	5.590775098	072391A	35	150	35_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_150.svg
120.63	15.3	242	50	-124	109	50	-56	1.81	24	5.471785717	090491C	50	-125	50_-125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-125.svg
121.82	22.79	53	42	131	184	59	59	1.39	24	5.3953432	093091C	40	130	40_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_130.svg
122.22	7.87	60	61	-161	320	74	-31	2.71	24	5.588646194	101891E	60	-160	60_-160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_-160.svg
126.85	8.3	179	35	71	22	57	103	10.03	25	6.634200622	111391C	35	70	35_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_70.svg
126.89	5.85	45	47	147	159	66	48	1.88	25	6.149438566	112191B	45	145	45_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_145.svg
124.7	7.45	220	67	160	318	71	24	8.64	23	5.257675828	121391L	65	160	65_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_160.svg
124.33	8.88	56	69	-12	150	79	-159	2.17	24	5.524306489	121891C	70	-10	70_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_-10.svg
121.03	13.38	318	41	113	108	53	71	5.43	23	5.123199886	011092A	40	115	40_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_115.svg
120.81	14.13	113	36	109	269	57	77	6.98	23	5.195903615	011592B	35	110	35_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_110.svg
121.97	21.3	168	78	3	77	87	168	10.32	23	5.309119798	021092C	80	5	80_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_5.svg
121.3	19.85	52	32	112	207	60	77	1.55	24	5.426887799	030392J	30	110	30_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_110.svg
123.31	23.69	120	63	-19	219	73	-151	7.04	24	5.865048439	031592A	65	-20	65_-20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-20.svg
121.32	17.23	338	43	-17	80	78	-131	13.29	24	6.049016654	031992B	45	-15	45_-15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-15.svg
123.43	24.09	143	36	42	17	67	118	3.2	23	4.970099986	032592A	35	40	35_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_40.svg
125.82	5.34	212	19	129	352	75	78	9.71	23	5.291479487	041092E	20	130	20_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_130.svg
121.59	23.78	200	39	42	75	65	121	1.56	25	6.095416399	041992C	40	40	40_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_40.svg
123.91	5.55	186	13	-52	327	80	-98	8.3	24	5.912718728	042892A	15	-50	15_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-50.svg
124.07	9.1	203	9	-33	326	85	-98	1.4	24	5.39741869	042892C	10	-35	10_-35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_-35.svg
125.06	10.43	124	51	-10	220	82	-141	1.72	24	5.457018965	042992D	50	-10	50_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-10.svg
124.79	6.96	307	53	6	213	85	143	1.21	24	5.355190247	050892B	55	5	55_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_5.svg
124.64	6.79	305	49	17	204	77	138	5.17	23	5.108993695	050992B	50	15	50_15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_15.svg
126.96	7.27	173	29	53	34	67	109	4.93	26	7.09523128	051792B	30	55	30_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_55.svg
127.18	7.33	176	25	67	20	67	100	8.31	26	7.246400683	051792C	25	65	25_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_65.svg
125.47	13	114	43	33	359	69	128	1.83	24	5.474967393	052092D	45	35	45_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_35.svg
122.45	10.64	315	15	52	174	78	99	1.47	24	5.41154489	052192I	15	50	15_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_50.svg
121.45	22.84	25	42	60	242	54	114	2.38	24	5.551051305	052892F	40	60	40_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_60.svg
127.55	7.63	161	40	60	19	56	113	8.67	23	5.258679398	052992E	40	60	40_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_60.svg
127.24	10.86	345	36	-63	133	59	-108	7.88	23	5.231017478	061292C	35	-65	35_-65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-65.svg
127.03	7.29	165	17	53	24	77	101	9.65	23	5.289684876	062992D	15	55	15_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_55.svg
127.28	6.95	199	29	104	3	62	82	7.19	23	5.204485927	070892D	30	105	30_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_105.svg
126.29	10.09	156	37	91	335	53	90	1.2	24	5.352787497	073192B	35	90	35_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_90.svg
122.33	24.48	52	50	167	151	80	40	2.5	24	5.565293339	080692C	50	165	50_165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_165.svg
126.68	4.21	296	47	-48	64	57	-125	1.73	25	6.125364069	080992B	45	-50	45_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-50.svg
121.63	24	27	30	59	242	65	107	6.09	23	5.156411528	081492C	30	60	30_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_60.svg
124.2	5.93	300	20	39	173	78	106	6.38	23	5.169880452	082192E	20	40	20_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_40.svg
121.65	23.9	240	25	144	3	76	70	7.72	24	5.891744867	090192C	25	145	25_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_145.svg
127.24	4.75	186	33	110	342	59	77	8.69	23	5.259346518	091192I	35	110	35_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_110.svg
117.94	21.27	206	84	176	297	86	6	1.81	24	5.471785717	091492B	85	175	85_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\85_175.svg
122.6	24.37	290	28	130	66	69	71	1.67	25	6.115144314	092892F	30	130	30_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_130.svg
123.54	24.51	81	31	-95	266	59	-87	8.58	23	5.255658192	102092G	30	-95	30_-95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-95.svg
124.1	6.85	2	27	92	180	63	89	2.6	25	6.243315565	102992D	25	90	25_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_90.svg
126.9	8.4	4	36	107	164	56	78	5.93	23	5.148703129	112992B	35	105	35_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_105.svg
126.63	8.57	147	10	38	19	84	98	2.56	24	5.572159977	121592C	10	40	10_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_40.svg
122	24.22	228	17	130	7	77	79	4.24	24	5.718243904	012393B	15	130	15_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_130.svg
125.92	6.07	127	64	-16	224	76	-153	8.64	23	5.257675828	020393C	65	-15	65_-15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-15.svg
123.4	13.89	31	73	-169	298	79	-18	2.99	24	5.617114126	020393D	75	-170	75_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_-170.svg
127.38	6.57	186	42	66	37	52	110	10.48	23	5.313574188	021393B	40	65	40_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_65.svg
123.71	6.71	295	10	-16	41	87	-99	9.25	23	5.277427822	021393F	10	-15	10_-15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_-15.svg
122.55	8.2	327	13	-101	158	77	-88	10.54	23	5.315227074	022893A	15	-100	15_-100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-100.svg
127.55	8.74	167	41	82	358	49	97	9.37	23	5.281159727	031193C	40	80	40_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_80.svg
120.31	13.37	299	24	43	169	74	108	7.76	24	5.893241148	032993B	25	45	25_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_45.svg
123.79	23.47	185	38	86	10	52	93	1.02	24	5.305733448	033193A	40	85	40_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_85.svg
120.81	13.07	324	45	74	165	47	105	5.41	23	5.12213151	040493B	45	75	45_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_75.svg
120.35	6.06	4	57	160	105	74	35	6.06	23	5.154981749	040893E	55	160	55_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_160.svg
120.42	15.59	258	49	-172	163	84	-42	2.52	24	5.567600361	040993B	50	-170	50_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-170.svg
125.93	10.07	108	57	-2	198	89	-147	7.07	23	5.199612943	041593E	55	0	55_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_0.svg
128.37	4.09	308	40	29	195	72	126	1.61	26	6.771217251	041993A	40	30	40_30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_30.svg
126.63	25.86	259	53	157	4	72	40	1.9	24	5.485835734	050193B	55	155	55_155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_155.svg
125.42	9.73	318	28	90	138	62	90	6.59	23	5.179256943	050493B	30	90	30_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_90.svg
126.23	8.16	247	80	173	338	83	10	7.93	23	5.232848792	050993A	80	175	80_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_175.svg
127	7.07	175	45	63	31	51	114	3.36	26	6.984226185	051193E	45	65	45_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_65.svg
127.12	7.19	177	41	52	42	59	118	5.26	24	5.780657163	051593C	40	50	40_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_50.svg
124.36	11.19	128	55	-13	226	79	-145	3.9	24	5.694043071	051793A	55	-15	55_-15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-15.svg
122.65	19.97	197	47	-140	77	62	-51	12.62	25	6.700706237	051893F	45	-140	45_-140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-140.svg
127.08	9.54	178	27	85	4	63	93	2.97	24	5.615170966	060393D	25	85	25_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_85.svg
128.55	4.07	193	42	90	13	48	90	1.17	25	6.012123908	060493D	40	90	40_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_90.svg
127.48	5.1	3	21	92	181	69	89	5.42	24	5.789332858	072493A	20	90	20_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_90.svg
124.53	13.46	294	57	-24	37	70	-145	10.52	23	5.31467716	081993B	55	-25	55_-25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-25.svg
127.15	7.1	182	34	74	21	57	101	8.08	24	5.904940907	081993G	35	75	35_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_75.svg
127.25	7.31	173	31	56	31	65	108	1.86	24	5.479675296	081993J	30	55	30_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_55.svg
120.32	20.31	147	34	-126	9	63	-68	6.39	23	5.170333905	090193C	35	-125	35_-125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-125.svg
126.87	23.84	60	14	-113	263	77	-85	10.88	23	5.324419264	090393B	15	-115	15_-115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-115.svg
121.32	20.24	1	24	56	217	70	104	2.92	24	5.610255234	091193G	25	55	25_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_55.svg
125.61	6.22	351	32	42	224	69	115	12.22	23	5.358047471	092493A	30	40	30_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_40.svg
121.51	19.62	33	27	82	222	63	94	7.55	23	5.218631301	100493A	25	80	25_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_80.svg
127.36	5.8	258	49	144	14	64	47	8.51	23	5.253286373	100893A	50	145	50_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_145.svg
121.54	7.63	208	36	130	342	64	65	2.11	24	5.516188304	101393A	35	130	35_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_130.svg
123.26	7.72	199	41	146	317	68	55	5.98	24	5.817800789	101693F	40	145	40_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_145.svg
125.78	11.41	159	32	61	12	62	107	3.22	24	5.638570581	102493B	30	60	30_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_60.svg
125.53	6.79	183	40	36	63	67	124	6.4	23	5.170786649	102793C	40	35	40_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_35.svg
122.32	15.46	226	22	149	345	79	71	1.72	24	5.457018965	103093B	20	150	20_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_150.svg
126.31	6.13	10	32	82	199	58	95	3.68	24	5.677231879	112293A	30	80	30_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_80.svg
126.01	6.62	269	52	149	20	66	43	1.56	24	5.428749732	112393B	50	150	50_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_150.svg
126.61	10.37	178	18	94	354	72	89	6.27	24	5.831511694	112993C	20	95	20_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_95.svg
120.96	21.63	179	55	20	77	74	143	13.2	23	5.380382621	120693F	55	20	55_20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_20.svg
121.14	21.01	358	24	75	194	66	97	13.01	24	6.042851531	121093D	25	75	25_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_75.svg
123.13	13.95	284	56	-17	23	76	-145	2.41	24	5.554678028	121293C	55	-15	55_-15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-15.svg
120.22	23	1	42	66	211	53	110	1.53	24	5.423127621	121593B	40	65	40_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_65.svg
127.06	5.67	169	47	40	49	62	130	12.31	23	5.360172035	121993A	45	40	45_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_40.svg
125.5	12.59	147	12	59	359	79	96	8.21	24	5.909562105	122893A	10	60	10_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_60.svg
125.87	12.51	187	31	129	324	67	70	7.52	23	5.21747856	122893B	30	130	30_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_130.svg
127.39	4.5	148	36	77	344	55	100	4.87	23	5.091685974	010194A	35	75	35_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_75.svg
122.88	24.63	56	54	173	150	85	36	11.24	23	5.333844207	011794A	55	175	55_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_175.svg
121.81	24.11	203	27	120	349	67	75	2.19	24	5.526962743	012094A	25	120	25_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_120.svg
125.65	9.99	122	56	-15	221	78	-145	2.78	24	5.596029864	021794E	55	-15	55_-15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-15.svg
120.77	13.64	115	37	173	210	86	53	9.17	24	5.941579557	022094F	35	175	35_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_175.svg
122.29	23.9	292	24	146	53	77	70	2.44	24	5.558259884	031794A	25	145	25_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_145.svg
126.36	8.31	239	35	-126	101	62	-67	4.12	23	5.043264811	032494C	35	-125	35_-125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-125.svg
126.7	8.9	166	37	61	20	58	110	4.73	24	5.749907427	033094C	35	60	35_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_60.svg
126.56	23.63	90	50	-46	214	57	-130	1.51	25	6.085984632	041094D	50	-45	50_-45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-45.svg
123.43	22.61	88	41	-102	283	50	-80	5.76	24	5.806948322	041394A	40	-100	40_-100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-100.svg
119.74	13.3	354	57	28	248	67	144	12.52	24	6.031736219	042794D	55	30	55_30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_30.svg
120.24	21.1	202	39	-59	343	58	-113	1.88	24	5.4827719	051094B	40	-60	40_-60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-60.svg
123.55	7.93	32	80	-178	301	88	-10	8.72	24	5.92701099	051394A	80	-180	80_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_-180.svg
128.76	25.1	255	33	-68	50	60	-104	1.98	24	5.497776794	052094F	35	-70	35_-70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-70.svg
122.58	23.96	292	21	142	58	77	74	1.89	25	6.150974536	052394B	20	140	20_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_140.svg
121.63	23.99	314	24	143	78	76	71	2.68	24	5.585423196	052394C	25	145	25_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_145.svg
122.51	23.95	286	16	132	63	78	79	8.13	24	5.90672703	052394G	15	130	15_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_130.svg
122.43	23.94	343	24	-172	245	87	-66	6.6	25	6.51302929	052494D	25	-170	25_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-170.svg
121.23	21.05	344	21	50	206	74	104	13.89	23	5.39513483	060294A	20	50	20_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_50.svg
121.77	24.55	270	67	-6	3	84	-157	3.8	25	6.353189064	060594A	65	-5	65_-5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-5.svg
124.48	13.31	177	66	-156	76	68	-26	1.91	25	6.154022245	060994F	65	-155	65_-155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-155.svg
127.73	7.3	217	34	115	7	59	74	8.08	23	5.238274241	061194A	35	115	35_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_115.svg
128.11	4.2	233	39	100	40	51	82	2.87	24	5.605254598	061394G	40	100	40_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_100.svg
125.17	10.55	135	74	-9	227	81	-164	6.75	24	5.852869182	070594C	75	-10	75_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_-10.svg
126.08	5.98	253	41	-173	158	85	-49	6.65	24	5.848547764	070694A	40	-175	40_-175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-175.svg
127.04	6.74	100	65	22	1	71	153	1.67	24	5.448477647	082794B	65	20	65_20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_20.svg
126.84	5.63	177	31	66	25	62	104	2.74	24	5.591833709	082894G	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
127.52	5	335	48	57	199	51	121	5.67	23	5.135722039	090294B	50	55	50_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_55.svg
126.86	7.33	187	39	76	24	52	101	2.62	24	5.578867528	091094B	40	75	40_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_75.svg
121.75	23.64	142	26	45	10	72	109	7.38	23	5.212037575	091594B	25	45	25_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_45.svg
118.72	22.48	256	35	-116	107	59	-73	1.25	26	6.697940009	091694A	35	-115	35_-115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-115.svg
127.03	7.3	179	40	63	33	55	111	5.57	24	5.797236797	092094C	40	65	40_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_65.svg
124.67	13.94	142	13	75	338	77	93	8.93	24	5.933900973	101294B	15	75	15_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_75.svg
124.82	13.89	149	19	75	344	72	95	4.33	25	6.390991931	101294G	20	75	20_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_75.svg
121.73	22.48	348	21	-144	224	78	-72	8.34	23	5.247444034	101494A	20	-145	20_-145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-145.svg
118.48	22.36	67	41	-110	274	52	-73	3.68	23	5.010565212	101994E	40	-110	40_-110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-110.svg
127.91	7.68	309	43	-118	166	53	-66	4.98	23	5.098152895	102294A	45	-120	45_-120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-120.svg
127.57	5.23	210	36	-167	109	82	-55	4.88	23	5.092279881	102494B	35	-165	35_-165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-165.svg
121.93	24.63	294	41	-63	81	54	-111	3.28	24	5.643915896	102894G	40	-65	40_-65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-65.svg
123.15	23.84	296	36	166	37	82	54	8.63	23	5.25734053	102994A	35	165	35_165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_165.svg
118.79	5.33	3	32	45	233	68	114	4.67	24	5.746211254	110294A	30	45	30_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_45.svg
127.22	7.2	171	28	65	19	65	103	1.96	24	5.494837381	110694A	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
118.66	22.63	303	44	-30	55	70	-130	4.45	23	5.065573341	111094D	45	-30	45_-30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-30.svg
121.32	13.44	339	70	-178	249	88	-20	5.12	26	7.106179974	111494C	70	-180	70_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_-180.svg
121.31	13.34	4	70	168	98	79	20	2.33	24	5.544903947	111594A	70	170	70_170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_170.svg
121.2	13.16	99	33	-71	257	59	-102	1.63	24	5.441458403	111894A	35	-70	35_-70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-70.svg
122.69	10.03	42	41	37	283	67	125	5.39	23	5.121059177	112394D	40	35	40_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_35.svg
121.81	12.81	40	40	-103	237	51	-79	4.36	23	5.05965766	112494B	40	-105	40_-105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-105.svg
119.4	5.9	52	64	165	148	77	26	2.04	24	5.506420112	112794A	65	165	65_165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_165.svg
122.61	24.05	240	7	113	36	84	87	10.28	23	5.30799541	121394A	5	115	5_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_115.svg
121.47	12.89	247	18	-47	22	77	-103	8.83	23	5.263973802	122094B	20	-45	20_-45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-45.svg
118.62	22.59	245	34	-128	109	64	-68	4.51	23	5.069451028	122194A	35	-130	35_-130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-130.svg
126.64	9.15	167	39	64	19	56	110	5.63	24	5.80033893	010695E	40	65	40_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_65.svg
121.48	23.47	79	22	134	213	74	74	6.17	23	5.160190109	011095D	20	135	20_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_135.svg
125.85	6.1	188	29	117	337	65	76	6.42	23	5.171690019	012095C	30	115	30_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_115.svg
